UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,Temp_Diff,Power_W,Tool_Wear_Strain,Speed_Torque_Ratio,Type_L,Type_M,Type_H
5137,L52316,L,304.2,313.4,1735,28.9,192,0,0,0,0,0,0,9.199999999999989,5250.80560133242,5548.799999999999,60.03458130291305,1,0,0
5138,L52317,L,304.3,313.5,1464,36.7,194,0,0,0,0,0,0,9.199999999999989,5626.466778873176,7119.8,39.89099730490536,1,0,0
5139,M19998,M,304.3,313.6,1489,40.3,196,0,0,0,0,0,0,9.300000000000011,6283.886929538888,7898.799999999999,36.94788165064971,0,1,0
5140,M19999,M,304.4,313.6,1510,38.9,199,0,0,0,0,0,0,9.200000000000045,6151.133695973695,7741.099999999999,38.81747074101009,0,1,0
5141,M20000,M,304.3,313.6,1585,32.1,202,0,0,0,0,0,0,9.300000000000011,5327.98406085561,6484.200000000001,49.37693165827673,0,1,0
5142,L52321,L,304.4,313.7,1509,35.0,205,1,1,0,0,0,0,9.300000000000011,5530.77386664483,7175.0,43.114273395921884,1,0,0
5143,L52322,L,304.4,313.6,1568,39.1,0,0,0,0,0,0,0,9.200000000000045,6420.242522680197,0.0,40.10229153394078,1,0,0
5144,M20003,M,304.3,313.5,1525,42.0,2,0,0,0,0,0,0,9.199999999999989,6707.300315414208,84.0,36.30951516440115,0,1,0
5145,L52324,L,304.4,313.7,1607,33.5,5,0,0,0,0,0,0,9.300000000000011,5637.535656989324,167.5,47.970134934288076,1,0,0
5146,L52325,L,304.5,313.7,1670,32.9,7,0,0,0,0,0,0,9.199999999999989,5753.617505539467,230.29999999999998,50.759862990923104,1,0,0
5147,L52326,L,304.4,313.6,1585,38.9,9,0,0,0,0,0,0,9.200000000000045,6456.653581535303,350.09999999999997,40.74549081092781,1,0,0
5148,L52327,L,304.4,313.6,1569,38.4,11,0,0,0,0,0,0,9.200000000000045,6309.323358057453,422.4,40.85936435954053,1,0,0
5149,L52328,L,304.4,313.6,1507,43.1,13,0,0,0,0,0,0,9.200000000000045,6801.726118605606,560.3000000000001,34.96518910320438,1,0,0
5150,L52329,L,304.3,313.5,1452,41.5,15,0,0,0,0,0,0,9.199999999999989,6310.203004000458,622.5,34.98794337639919,1,0,0
5151,L52330,L,304.3,313.5,1590,29.8,17,0,0,0,0,0,0,9.199999999999989,4961.831437079719,506.6,53.355686793393694,1,0,0
5152,L52331,L,304.3,313.6,1409,56.0,19,0,0,0,0,0,0,9.300000000000011,8262.807557961634,1064.0,25.160709792730394,1,0,0
5153,L52332,L,304.3,313.5,2643,12.7,21,0,0,0,0,0,0,9.199999999999989,3515.0337723220114,266.7,208.11007235427377,1,0,0
5154,L52333,L,304.2,313.4,1644,31.7,23,0,0,0,0,0,0,9.199999999999989,5457.449094110044,729.1,51.861182378175904,1,0,0
5155,L52334,L,304.2,313.4,1568,37.6,25,0,0,0,0,0,0,9.199999999999989,6173.941658638757,940.0,41.702116568586014,1,0,0
5156,H34569,H,304.2,313.3,1625,37.3,27,0,0,0,0,0,0,9.100000000000023,6347.326157190377,1007.0999999999999,43.56567196630778,0,0,1
5157,L52336,L,304.2,313.4,1482,41.4,32,0,0,0,0,0,0,9.199999999999989,6425.0596314157,1324.8,35.79709280263459,1,0,0
5158,H34571,H,304.1,313.3,1397,49.6,34,0,0,0,0,0,0,9.199999999999989,7256.157495947368,1686.4,28.165316902153847,0,0,1
5159,L52338,L,304.1,313.3,1459,50.3,39,0,0,0,0,0,0,9.199999999999989,7685.141972795054,1961.6999999999998,29.005958448119593,1,0,0
5160,L52339,L,304.2,313.4,1490,44.0,41,0,0,0,0,0,0,9.199999999999989,6865.427145644894,1804.0,33.86362866735712,1,0,0
5161,L52340,L,304.1,313.2,1434,50.1,43,0,0,0,0,0,0,9.099999999999966,7523.423254963765,2154.3,28.622748777894454,1,0,0
5162,M20021,M,304.1,313.2,2028,18.9,45,0,0,0,0,0,0,9.099999999999966,4013.824437932463,850.4999999999999,107.30153052829074,0,1,0
5163,L52342,L,304.2,313.3,1464,45.9,48,0,0,0,0,0,0,9.100000000000023,7036.916216628848,2203.2,31.89541788770852,1,0,0
5164,M20023,M,304.2,313.4,1713,23.5,50,0,0,0,0,0,0,9.199999999999989,4215.546102219464,1175.0,72.89358600272936,0,1,0
5165,M20024,M,304.3,313.4,1624,32.1,53,0,0,0,0,0,0,9.099999999999966,5459.0827222899115,1701.3000000000002,50.591884550814775,0,1,0
5166,L52345,L,304.2,313.4,1421,43.4,56,0,0,0,0,0,0,9.199999999999989,6458.213905886585,2430.4,32.74192793964794,1,0,0
5167,H34580,H,304.2,313.5,1546,41.4,58,0,0,0,0,0,0,9.300000000000011,6702.525094580751,2401.2,37.34298614903716,0,0,1
5168,L52347,L,304.2,313.4,1639,32.7,63,0,0,0,0,0,0,9.199999999999989,5612.486691564702,2060.1000000000004,50.12230883109821,1,0,0
5169,H34582,H,304.1,313.4,1696,29.6,65,0,0,0,0,0,0,9.299999999999955,5257.099258615112,1924.0,57.2972779401088,0,0,1
5170,L52349,L,304.1,313.3,1470,39.9,70,0,0,0,0,0,0,9.199999999999989,6142.127797033404,2793.0,36.842096029549865,1,0,0
5171,M20030,M,304.1,313.3,1480,38.4,72,0,0,0,0,0,0,9.199999999999989,5951.433122960504,2764.7999999999997,38.54165662977692,0,1,0
5172,M20031,M,304.2,313.4,1329,54.5,75,0,0,0,0,0,0,9.199999999999989,7584.904223194517,4087.5,24.385316626547407,0,1,0
5173,L52352,L,304.2,313.4,1740,28.2,78,0,0,0,0,0,0,9.199999999999989,5138.388944211465,2199.6,61.70210577939512,1,0,0
5174,M20033,M,304.2,313.5,1739,28.1,80,0,0,0,0,0,0,9.300000000000011,5117.225081701782,2248.0,61.88609897291851,0,1,0
5175,M20034,M,304.2,313.5,1390,47.8,83,0,0,0,0,0,0,9.300000000000011,6957.7899696604345,3967.3999999999996,29.079491824374095,0,1,0
5176,L52355,L,304.2,313.4,1740,23.7,86,0,0,0,0,0,0,9.199999999999989,4318.433261624529,2038.2,73.41769054105885,1,0,0
5177,M20036,M,304.0,313.3,1844,27.1,88,0,0,0,0,0,0,9.300000000000011,5233.097490741686,2384.8,68.04425533422312,0,1,0
5178,H34591,H,304.0,313.1,1388,53.2,91,0,0,0,0,0,0,9.100000000000023,7732.67426964387,4841.2,26.090220659732957,0,0,1
5179,H34592,H,304.0,313.2,1517,43.1,96,0,0,0,0,0,0,9.199999999999989,6846.860333062179,4137.6,35.1972076108567,0,0,1
5180,M20039,M,304.0,313.1,1450,42.8,101,0,0,0,0,0,0,9.100000000000023,6498.908002726084,4322.799999999999,33.87849675736057,0,1,0
5181,L52360,L,304.0,313.2,1584,38.7,104,0,0,0,0,0,0,9.199999999999989,6419.40476463924,4024.8,40.93022198185478,1,0,0
5182,L52361,L,304.0,313.1,1720,28.7,106,0,0,0,0,0,0,9.100000000000023,5169.385991726885,3042.2,59.93029270721509,1,0,0
5183,L52362,L,303.9,313.1,1586,31.9,108,0,0,0,0,0,0,9.200000000000045,5298.1284586709935,3445.2,49.71785275302422,1,0,0
5184,M20043,M,303.9,313.0,1901,22.5,110,0,0,0,0,0,0,9.100000000000023,4479.125725855647,2475.0,84.4888513382883,0,1,0
5185,L52364,L,304.0,313.0,1397,42.4,113,0,0,0,0,0,0,9.0,6202.844311051783,4791.2,32.948105436767584,1,0,0
5186,L52365,L,304.0,313.0,2012,21.1,115,0,0,0,0,0,0,9.0,4445.68870804594,2426.5,95.35540504483173,1,0,0
5187,L52366,L,304.0,313.0,2354,15.0,117,0,0,0,0,0,0,9.0,3697.654553275186,1755.0,156.93322871118087,1,0,0
5188,L52367,L,304.0,313.1,1648,35.7,119,0,0,0,0,0,0,9.100000000000023,6161.0401848080155,4248.3,46.16245205533555,1,0,0
5189,L52368,L,304.0,313.2,1632,30.6,121,0,0,0,0,0,0,9.199999999999989,5229.620794871714,3702.6000000000004,53.33331590414513,1,0,0
5190,M20049,M,304.1,313.2,1427,46.9,123,0,0,0,0,0,0,9.099999999999966,7008.505747064885,5768.7,30.426432744897067,0,1,0
5191,L52370,L,304.1,313.2,1452,48.0,126,0,0,0,0,0,0,9.099999999999966,7298.548052819807,6048.0,30.24999369791798,1,0,0
5192,L52371,L,304.0,313.2,1416,46.0,128,0,0,0,0,0,0,9.199999999999989,6821.025969474159,5888.0,30.78260200378217,1,0,0
5193,L52372,L,303.9,313.1,1310,62.9,130,0,0,0,0,0,0,9.200000000000045,8628.803102104845,8177.0,20.826705750921185,1,0,0
5194,H34607,H,304.0,313.1,1408,39.8,132,0,0,0,0,0,0,9.100000000000023,5868.327525297541,5253.599999999999,35.376875533448356,0,0,1
5195,M20054,M,303.9,313.1,1668,34.4,137,0,0,0,0,0,0,9.200000000000045,6008.735772961982,4712.8,48.48835799757035,0,1,0
5196,L52375,L,303.9,313.0,1551,36.8,140,0,0,0,0,0,0,9.100000000000023,5977.0685190137965,5152.0,42.14672767751965,1,0,0
5197,H34610,H,303.9,313.0,1517,36.0,142,0,0,0,0,0,0,9.100000000000023,5718.9552665948595,5112.0,42.13887718364522,0,0,1
5198,H34611,H,303.8,312.9,1570,35.8,147,0,0,0,0,0,0,9.099999999999966,5885.878556255596,5262.599999999999,43.8547363534256,0,0,1
5199,L52378,L,303.8,312.8,1428,53.3,152,0,0,0,0,0,0,9.0,7970.471889569591,8101.599999999999,26.79173981393249,1,0,0
5200,L52379,L,303.8,312.8,1503,40.0,154,0,0,0,0,0,0,9.0,6295.751677793945,6160.0,37.57499060625234,1,0,0
5201,L52380,L,303.8,312.8,1416,58.7,156,0,0,0,0,0,0,9.0,8704.222269742024,9157.2,24.12265347143893,1,0,0
5202,M20061,M,303.7,312.7,1396,47.3,158,0,0,0,0,0,0,9.0,6914.72920635523,7473.4,29.513735832191156,0,1,0
5203,L52382,L,303.7,312.7,1335,51.1,161,0,0,0,0,0,0,9.0,7143.82461463051,8227.1,26.12523950582397,1,0,0
5204,M20063,M,303.7,312.6,1671,30.5,163,0,0,0,0,0,0,8.900000000000034,5337.09467955102,4971.5,54.786867282994336,0,1,0
5205,L52384,L,303.7,312.7,1989,22.4,166,0,0,0,0,0,0,9.0,4665.642081699273,3718.3999999999996,88.794603216695,1,0,0
5206,L52385,L,303.7,312.7,1468,43.3,168,0,0,0,0,0,0,9.0,6656.4484023281,7274.4,33.90299447967795,1,0,0
5207,H34620,H,303.7,312.6,1711,27.6,170,0,0,0,0,0,0,8.900000000000034,4945.243827868766,4692.0,61.99273116205392,0,0,1
5208,M20067,M,303.8,312.7,1488,41.3,175,0,0,0,0,0,0,8.899999999999977,6435.489719025619,7227.499999999999,36.02904696633245,0,1,0
5209,L52388,L,303.8,312.7,1664,29.3,178,0,0,0,0,0,0,8.899999999999977,5105.632604810036,5215.400000000001,56.79178949085683,1,0,0
5210,M20069,M,303.8,312.7,1507,38.5,180,0,0,0,0,0,0,8.899999999999977,6075.7878321651,6930.0,39.1428469758839,0,1,0
5211,L52390,L,303.7,312.6,1466,42.5,183,0,0,0,0,0,0,8.900000000000034,6524.564342730402,7777.5,34.49410953079776,1,0,0
5212,L52391,L,303.7,312.5,1433,53.6,185,0,0,0,0,0,0,8.800000000000011,8043.3987270349235,9916.0,26.735069638979542,1,0,0
5213,L52392,L,303.7,312.5,1397,45.7,187,0,0,0,0,0,0,8.800000000000011,6685.612854128926,8545.9,30.568921100892535,1,0,0
5214,M20073,M,303.7,312.6,1429,43.3,189,0,0,0,0,0,0,8.900000000000034,6479.608151857531,8183.7,33.002301847043455,0,1,0
5215,L52394,L,303.7,312.7,1572,37.2,192,0,0,0,0,0,0,9.0,6123.843727789512,7142.400000000001,42.25805315643731,1,0,0
5216,M20075,M,303.7,312.7,1532,42.7,194,0,0,0,0,0,0,9.0,6850.389388809711,8283.800000000001,35.87821173812371,0,1,0
5217,M20076,M,303.7,312.7,1316,51.8,197,0,0,0,0,0,0,9.0,7138.620042801063,10204.599999999999,25.405400500887936,0,1,0
5218,M20077,M,303.8,312.8,1420,47.9,200,0,0,0,0,0,0,9.0,7122.8283037290175,9580.0,29.645087756766646,0,1,0
5219,L52398,L,303.8,312.9,1589,37.2,203,0,0,0,0,0,0,9.099999999999966,6190.068500927185,7551.6,42.71504228090261,1,0,0
5220,L52399,L,303.8,313.0,1365,59.9,205,1,0,0,0,1,0,9.199999999999989,8562.2536977263,12279.5,22.78797616227443,1,0,0
5221,L52400,L,303.8,313.0,1633,32.9,207,0,0,0,0,0,0,9.199999999999989,5626.142147632304,6810.299999999999,49.63524327196253,1,0,0
5222,L52401,L,303.9,313.0,1626,31.4,209,0,0,0,0,0,0,9.100000000000023,5346.613705291396,6562.599999999999,51.78342299890988,1,0,0
5223,L52402,L,303.9,313.1,1665,29.6,0,0,0,0,0,0,0,9.200000000000045,5161.008411317312,0.0,56.24998099662804,1,0,0
5224,M20083,M,303.9,313.2,1350,47.2,2,0,0,0,0,0,0,9.300000000000011,6672.742796224721,94.4,28.60168885557439,0,1,0
5225,L52404,L,303.9,313.2,1590,31.9,5,0,0,0,0,0,0,9.300000000000011,5311.490699424263,159.5,49.84324456324622,1,0,0
5226,M20085,M,304.0,313.2,1437,53.9,7,0,0,0,0,0,0,9.199999999999989,8110.995328964664,377.3,26.66047742848285,0,1,0
5227,L52406,L,303.9,313.0,1403,48.3,10,0,0,0,0,0,0,9.100000000000023,7096.323733708232,483.0,29.04761303362049,1,0,0
5228,L52407,L,303.9,313.1,1440,41.1,12,0,0,0,0,0,0,9.200000000000045,6197.733987001943,493.20000000000005,35.036487825672054,1,0,0
5229,M20088,M,303.9,313.1,1343,61.4,14,0,0,0,0,0,0,9.200000000000045,8635.211951118168,859.6,21.872960607009674,0,1,0
5230,H34643,H,303.9,313.1,1790,26.7,17,0,0,0,0,0,0,9.200000000000045,5004.871256433899,453.9,67.04117339281896,0,0,1
5231,M20090,M,303.8,313.1,2117,18.6,22,0,0,0,0,0,0,9.300000000000011,4123.4660215427475,409.20000000000005,113.81714310906284,0,1,0
5232,L52411,L,303.8,313.1,1458,42.2,25,0,0,0,0,0,0,9.300000000000011,6443.155205100379,1055.0,34.54975484602965,1,0,0
5233,L52412,L,303.6,312.9,1381,57.8,27,0,0,0,0,0,0,9.299999999999955,8358.919349210459,1560.6,23.892729430323627,1,0,0
5234,L52413,L,303.6,312.9,1450,45.3,29,0,0,0,0,0,0,9.299999999999955,6878.5171150348515,1313.6999999999998,32.008822956109725,1,0,0
5235,L52414,L,303.7,312.9,1461,50.1,31,0,0,0,0,0,0,9.199999999999989,7665.077667714128,1553.1000000000001,29.161670826013804,1,0,0
5236,M20095,M,303.7,312.9,1511,41.0,33,0,0,0,0,0,0,9.199999999999989,6487.493549418042,1353.0,36.85364954789035,0,1,0
5237,L52416,L,303.8,313.1,1394,45.4,36,0,0,0,0,0,0,9.300000000000011,6627.461974110979,1634.3999999999999,30.704839051797563,1,0,0
5238,L52417,L,303.8,313.0,1499,42.3,38,0,0,0,0,0,0,9.199999999999989,6640.0388167008505,1607.3999999999999,35.43734386824022,1,0,0
5239,L52418,L,303.7,313.0,1457,44.1,40,0,0,0,0,0,0,9.300000000000011,6728.631729532083,1764.0,33.03854126110175,1,0,0
5240,L52419,L,303.7,313.0,1753,29.0,42,0,0,0,0,0,0,9.300000000000011,5323.6381910181435,1218.0,60.448255017843096,1,0,0
5241,L52420,L,303.7,313.0,1694,28.0,44,0,0,0,0,0,0,9.300000000000011,4967.067424835702,1232.0,60.49997839286486,1,0,0
5242,L52421,L,303.7,313.1,1683,28.4,46,0,0,0,0,0,0,9.400000000000034,5005.311079405402,1306.3999999999999,59.26054251389348,1,0,0
5243,L52422,L,303.7,313.1,1496,47.4,48,0,0,0,0,0,0,9.400000000000034,7425.7197234371215,2275.2,31.561174776123465,1,0,0
5244,L52423,L,303.7,313.1,1721,34.8,50,0,0,0,0,0,0,9.400000000000034,6271.749909920519,1739.9999999999998,49.45400877758368,1,0,0
5245,L52424,L,303.6,313.0,1593,31.6,52,0,0,0,0,0,0,9.399999999999977,5271.466809017529,1643.2,50.41137645209606,1,0,0
5246,L52425,L,303.6,313.0,1575,38.3,54,0,0,0,0,0,0,9.399999999999977,6316.957428205676,2068.2,41.12270466770113,1,0,0
5247,L52426,L,303.5,313.0,1465,41.0,56,0,0,0,0,0,0,9.5,6289.992091262364,2296.0,35.73169860202473,1,0,0
5248,L52427,L,303.6,313.1,1405,38.3,58,0,0,0,0,0,0,9.5,5635.127102621571,2221.3999999999996,36.68406352896513,1,0,0
5249,M20108,M,303.5,313.0,1902,21.6,60,0,0,0,0,0,0,9.5,4302.222643532006,1296.0,88.05551478911352,0,1,0
5250,M20109,M,303.4,312.9,1422,39.9,63,0,0,0,0,0,0,9.5,5941.568522028231,2513.7,35.63908881225844,0,1,0
5251,L52430,L,303.5,312.9,1332,52.9,66,0,0,0,0,0,0,9.399999999999977,7378.847161045563,3491.4,25.179579361138117,1,0,0
5252,M20111,M,303.4,312.9,1307,54.3,68,0,0,0,0,0,0,9.5,7431.971492817765,3692.3999999999996,24.0699771510171,0,1,0
5253,L52432,L,303.5,313.0,1322,59.5,71,0,0,0,0,0,0,9.5,8237.151217957318,4224.5,22.21848366075905,1,0,0
5254,L52433,L,303.5,313.0,1547,40.3,73,0,0,0,0,0,0,9.5,6528.65888515558,2941.8999999999996,38.387087248861725,1,0,0
5255,L52434,L,303.5,313.1,1897,23.6,75,0,0,0,0,0,0,9.600000000000023,4688.2196609030725,1770.0,80.38132187232124,1,0,0
5256,M20115,M,303.5,313.0,1403,51.9,77,0,0,0,0,0,0,9.5,7625.24227286661,3996.2999999999997,27.032750090028884,0,1,0
5257,L52436,L,303.5,313.0,1393,51.6,80,0,0,0,0,0,0,9.5,7527.1303342950005,4128.0,26.99611879920178,1,0,0
5258,L52437,L,303.5,313.0,1482,38.5,82,0,0,0,0,0,0,9.5,5974.995067862427,3157.0,38.493496495195714,1,0,0
5259,M20118,M,303.5,312.9,1572,44.7,84,0,0,0,0,0,0,9.399999999999977,7358.489640650301,3754.8,35.16777736738761,0,1,0
5260,L52439,L,303.5,312.9,1544,36.9,87,0,0,0,0,0,0,9.399999999999977,5966.261440285448,3210.2999999999997,41.84280708867016,1,0,0
5261,M20120,M,303.5,313.0,1492,46.1,89,0,0,0,0,0,0,9.5,7202.750420836342,4102.900000000001,32.36441814220864,0,1,0
5262,L52441,L,303.4,312.8,1513,35.8,92,0,0,0,0,0,0,9.400000000000034,5672.187423958419,3293.6,42.262558027218425,1,0,0
5263,L52442,L,303.4,312.8,1449,43.9,94,0,0,0,0,0,0,9.400000000000034,6661.3388148921895,4126.599999999999,33.00682619434483,1,0,0
5264,L52443,L,303.5,312.8,1877,22.3,96,0,0,0,0,0,0,9.300000000000011,4383.26526201911,2140.8,84.17036584288527,1,0,0
5265,L52444,L,303.4,312.8,1376,53.4,98,0,0,0,0,0,0,9.400000000000034,7694.640054584407,5233.2,25.7677854367443,1,0,0
5266,M20125,M,303.5,312.9,1883,23.3,100,0,0,0,0,0,0,9.399999999999977,4594.464064144441,2330.0,80.81541595904895,0,1,0
5267,M20126,M,303.4,312.8,1518,38.7,103,0,0,0,0,0,0,9.400000000000034,6151.929566112605,3986.1000000000004,39.22479606594416,0,1,0
5268,M20127,M,303.5,312.9,1438,42.8,106,0,0,0,0,0,0,9.399999999999977,6445.123936496627,4536.799999999999,33.59812299109276,0,1,0
5269,L52448,L,303.4,312.9,1389,54.1,109,0,0,0,0,0,0,9.5,7869.155526491322,5896.900000000001,25.674671779173423,1,0,0
5270,L52449,L,303.5,312.9,1504,44.8,111,0,0,0,0,0,0,9.399999999999977,7055.933324158579,4972.799999999999,33.5714210778078,1,0,0
5271,L52450,L,303.5,312.9,1275,64.4,113,0,0,0,0,0,0,9.399999999999977,8598.539092875264,7277.200000000001,19.798133571718388,1,0,0
5272,L52451,L,303.6,313.0,1534,39.7,115,0,0,0,0,0,0,9.399999999999977,6377.412142836256,4565.5,38.63978875572071,1,0,0
5273,M20132,M,303.6,313.0,1396,38.2,117,0,0,0,0,0,0,9.399999999999977,5584.411325217121,4469.400000000001,36.54449305117982,0,1,0
5274,L52453,L,303.6,313.1,1395,44.1,120,0,0,0,0,0,0,9.5,6442.306975083909,5292.0,31.63264588828891,1,0,0
5275,L52454,L,303.6,313.0,1617,30.9,122,0,0,0,0,0,0,9.399999999999977,5232.353980480336,3769.7999999999997,52.33008015207762,1,0,0
5276,L52455,L,303.7,313.1,1423,41.2,124,0,0,0,0,0,0,9.400000000000034,6139.467915253365,5108.8,34.53882656824597,1,0,0
5277,L52456,L,303.5,313.0,1606,34.0,126,0,0,0,0,0,0,9.5,5718.117508553902,4284.0,47.235280224917574,1,0,0
5278,L52457,L,303.5,312.9,1501,44.0,128,0,0,0,0,0,0,9.399999999999977,6916.11150712281,5632.0,34.11362861053895,1,0,0
5279,M20138,M,303.5,312.9,1618,30.4,130,0,0,0,0,0,0,9.399999999999977,5150.8715390217285,3952.0,53.22366670274122,0,1,0
5280,L52459,L,303.6,313.0,1522,35.8,133,0,0,0,0,0,0,9.399999999999977,5705.928129057973,4761.4,42.51395460504061,1,0,0
5281,L52460,L,303.6,312.9,1480,41.4,135,0,0,0,0,0,0,9.299999999999955,6416.388835691793,5589.0,35.748783635559505,1,0,0
5282,M20141,M,303.7,313.0,1469,39.9,137,0,0,0,0,0,0,9.300000000000011,6137.949478804129,5466.3,36.81703337918963,0,1,0
5283,H34696,H,303.8,313.2,1381,52.4,140,0,0,0,0,0,0,9.399999999999977,7577.982247381106,7336.0,26.35495680248916,0,0,1
5284,L52463,L,303.8,313.2,1525,41.9,145,0,0,0,0,0,0,9.399999999999977,6691.33055275846,6075.5,36.39617269781081,1,0,0
5285,M20144,M,303.8,313.2,1732,29.6,147,0,0,0,0,0,0,9.399999999999977,5368.688629670622,4351.2,58.5134937454413,0,1,0
5286,L52465,L,303.8,313.1,1523,39.8,150,0,0,0,0,0,0,9.300000000000011,6347.629844480224,5970.0,38.26632204363768,1,0,0
5287,L52466,L,303.8,313.1,1422,42.4,152,0,0,0,0,0,0,9.300000000000011,6313.847251478622,6444.8,33.53772793921511,1,0,0
5288,H34701,H,303.8,313.2,1506,46.9,154,0,0,0,0,0,0,9.399999999999977,7396.502911758736,7222.599999999999,32.11086735375962,0,0,1
5289,L52468,L,303.8,313.2,1531,39.4,159,0,0,0,0,0,0,9.399999999999977,6316.842236475045,6264.599999999999,38.85785815790402,1,0,0
5290,M20149,M,303.9,313.3,1507,34.3,161,0,0,0,0,0,0,9.400000000000034,5412.974614110725,5522.299999999999,43.93584724902413,0,1,0
5291,L52470,L,303.9,313.3,1526,40.7,164,0,0,0,0,0,0,9.400000000000034,6503.955494922853,6674.8,37.49384828160975,1,0,0
5292,L52471,L,303.8,313.3,1406,52.1,166,0,0,0,0,0,0,9.5,7670.99433387839,8648.6,26.986559119662356,1,0,0
5293,M20152,M,303.9,313.3,1567,35.0,168,0,0,0,0,0,0,9.400000000000034,5743.35496953774,5880.0,44.771415779595486,0,1,0
5294,M20153,M,303.9,313.4,1464,49.1,171,0,0,0,0,0,0,9.5,7527.507325413432,8396.1,29.816694538351417,0,1,0
5295,L52474,L,303.9,313.4,1442,48.5,174,0,0,0,0,0,0,9.5,7323.785513803645,8439.0,29.731952632587085,1,0,0
5296,L52475,L,303.8,313.2,1336,47.8,176,0,0,0,0,0,0,9.399999999999977,6687.487337745568,8412.8,27.949784947743733,1,0,0
5297,H34710,H,303.8,313.2,1379,50.2,178,0,0,0,0,0,0,9.399999999999977,7249.308823962543,8935.6,27.470114049778076,0,0,1
5298,L52477,L,303.7,313.1,1406,48.6,183,0,0,0,0,0,0,9.400000000000034,7155.668418934544,8893.800000000001,28.930035199581233,1,0,0
5299,M20158,M,303.7,313.1,2130,18.1,185,0,0,0,0,0,0,9.400000000000034,4037.260719128243,3348.5000000000005,117.67949299475525,0,1,0
5300,L52479,L,303.7,313.1,1355,49.1,188,0,0,0,0,0,0,9.400000000000034,6967.057667988524,9230.800000000001,27.596735723679075,1,0,0
5301,M20160,M,303.8,313.2,1710,26.5,190,0,0,0,0,0,0,9.399999999999977,4745.375703247382,5035.0,64.52827753649905,0,1,0
5302,L52481,L,303.8,313.1,1309,55.8,193,0,0,0,0,0,0,9.300000000000011,7648.9612974012125,10769.4,23.45877715792524,1,0,0
5303,L52482,L,303.9,313.1,1491,37.2,195,0,0,0,0,0,0,9.200000000000045,5808.302161662953,7254.000000000001,40.080634386926235,1,0,0
5304,L52483,L,303.9,313.2,1481,44.1,197,0,0,0,0,0,0,9.300000000000011,6839.467118350731,8687.7,33.58275882477124,1,0,0
5305,L52484,L,303.9,313.1,1425,49.3,199,0,0,0,0,0,0,9.200000000000045,7356.824596543897,9810.699999999999,28.904659451387534,1,0,0
5306,H34719,H,303.9,313.2,1680,29.1,201,0,0,0,0,0,0,9.300000000000011,5119.539388289927,5849.1,57.73193892373233,0,0,1
5307,H34720,H,304.0,313.2,1612,31.7,206,0,0,0,0,0,0,9.199999999999989,5351.221374516662,6530.2,50.85171897422114,0,0,1
5308,L52487,L,304.0,313.3,1530,34.8,211,0,0,0,0,0,0,9.300000000000011,5575.698641591164,7342.799999999999,43.96550460761362,1,0,0
5309,L52488,L,304.0,313.2,1481,42.6,213,0,0,0,0,0,0,9.199999999999989,6606.832182352407,9073.800000000001,34.76525005510562,1,0,0
5310,M20169,M,303.9,313.2,1422,48.0,215,1,1,0,0,0,0,9.300000000000011,7147.751605447497,10320.0,29.624993828126282,0,1,0
5311,L52490,L,303.8,313.0,1427,43.0,0,0,0,0,0,0,0,9.199999999999989,6425.708893897443,0.0,33.18603879394446,1,0,0
5312,H34725,H,303.7,312.9,1460,49.8,2,0,0,0,0,0,0,9.199999999999989,7613.963955240222,99.6,29.31726318930458,0,0,1
5313,L52492,L,303.6,312.9,1873,23.5,7,0,0,0,0,0,0,9.299999999999955,4609.292381469384,164.5,79.7020937437899,1,0,0
5314,M20173,M,303.7,312.9,1566,32.6,9,0,0,0,0,0,0,9.199999999999989,5346.111050466823,293.40000000000003,48.0367950807377,0,1,0
5315,L52494,L,303.6,312.8,1701,30.8,12,0,0,0,0,0,0,9.199999999999989,5486.351746523072,369.6,55.227254796345846,1,0,0
5316,L52495,L,303.6,312.8,1710,27.2,14,0,0,0,0,0,0,9.199999999999989,4870.725250125615,380.8,62.86762394572649,1,0,0
5317,M20176,M,303.6,312.8,1689,33.1,16,0,0,0,0,0,0,9.199999999999989,5854.452157744187,529.6,51.027174916261345,0,1,0
5318,L52497,L,303.6,312.7,1637,32.9,19,0,0,0,0,0,0,9.099999999999966,5639.923267406051,625.1,49.75682378212043,1,0,0
5319,L52498,L,303.5,312.6,1496,39.0,21,0,0,0,0,0,0,9.100000000000023,6109.76939270143,819.0,38.35896452334243,1,0,0
5320,M20179,M,303.5,312.7,1402,47.0,23,0,0,0,0,0,0,9.199999999999989,6900.403543854861,1081.0,29.82978088728066,0,1,0
5321,L52500,L,303.4,312.7,1363,45.5,26,0,0,0,0,0,0,9.300000000000011,6494.35269337838,1183.0,29.956037372299477,1,0,0
5322,M20181,M,303.4,312.7,1576,49.9,28,0,0,0,0,0,0,9.300000000000011,8235.41287002233,1397.2,31.583160003374747,0,1,0
5323,M20182,M,303.4,312.7,1357,55.3,31,0,0,0,0,0,0,9.300000000000011,7858.390335665019,1714.3,24.538874405266835,0,1,0
5324,M20183,M,303.4,312.7,1399,48.4,34,0,0,0,0,0,0,9.300000000000011,7090.7421707603535,1645.6,28.904952705588283,0,1,0
